Sample,Source
"Airteagal 9
Cuirfear na forálacha seo a leanas in ionad Airteagal 13(1) den Phrótacai ar Reacht an Bhainc :
Beidh ar an gCoiste Bainistíochta Uachtarán agus ceithre Leas-Uachtarán arna gceapadh go ceann sé bliana ag an mBord Gobharnóiri ar thogra ón mBord Stiúrthóirí.
Féadfar a gceapacháin a athnuachan.
Féadfaidh an Bord Gobharnóiri, ag gniomhú dó d'aontoil, líon na gcomhaltai ar an gCoiste Bainistíochta a athrú.""
DÓ
FORÁLACHA EILE
Airteagal 10
1. íocfaidh na Ballstáit nua. tráth nach déanaí ná dhá mhí tar éis data an aontachais. na híocaíochtaí leagtha síos i mir 1 d'Airteagal 5 de Reacht an Bhainc leasú mar atá leagtha amach in Airteagal 3 den Phrótacai seo.
","OPUS QED, lines 14736 to 14745"
"Bunaítear leis seo Coiste Eacnamaíoch agus Sóisialta; stádas comhairleach a bheidh aige.
Is iad a bheidh ar an gCoiste ionadaithe ó na heilimintí éagsúla eacnamaíocha agus sóisialta den tsochaí shibhialta eagraithe, go háirithe ionadaithe do tháirgeoirí, d'fheirmeoirí, do charraeirí, d'oibrithe, do dhéileálaithe, d'aos ceirde, d'aos gairme, do thomhaltóirí agus ionadaithe do leas an phobail.""
Cuirtear an méid seo a leanas in ionad Airteagal 258:
""Airteagal 258
Ni rachaidh líon chomhaltaí an Choisie Eacnamaíoch agus Shóisialta thar 350.
Is mar seo a leanas a bheidh líon chomhaltaí an Choiste:
An Bheilg An Danmhairg An Ghearmáin An Ghréig An Spáinn An Fhrainc Éire An Iodáil Lucsamburg An Isiltír An Ostair An Phortaingéil An Fhionlainn An tSualainn An Ríocht Aontaithe
Ni bheidh comhaltaí an Choiste inchurtha faoi cheangal ag aon teagaisc shainordaitheacha.
Beidh siad, chun leas ginearálta an Chomhphobail, neamhspleách ar fad i bhfeidhmiú a bhfeidhmeanna.
","OPUS QED, lines 20394 to 20403"
"(b) go ndéanfar, i gcríocha na mBallstát, na forálacha a chomhlíonadh a bhaineann le soláthairtí agus le haon oibleagáidí áirithe maidir le coimirce a bheidh gafa air féin ag an gComhphobal faoi chomhaontú a rinneadh le tríú stát nó le heagraíocht idirnáisiúnta.
Airteagal 78
Aon duine a bheidh ag bunú nó ag oibriú suiteála chun bunábhair nó ábhair inscoilte speisialta a tháirgeadh, a dheighilt nó a úsáid ar dhóigh eile nó chun breoslaí núicléacha ionradaithe a phróiseáil,
dearbhóidh sé don Choimisiún airíonna bunúsacha teicniúla na suiteála sin más gá eolas ar na hairíona sin chun na haidhmeanna atá leagtha amach ín Airteagal 77 a ghnóthú.
Ní foláir na teicníochtaí a bheidh le húsáid don phróiseáil cheimiceach ar ábhair ionradaithe a bheith formheasta ag an gCoimisiún a mhéad is gá sin, chun na haidhmeanna atá leagtha amach in Airteagal 77 a ghnóthú.
Airteagal 79
Ceanglóidh an Coimisiún go ndéanfar taifid oibriúcháin a choimeád agus a thabhairt ar aird sa chaoi go bhféadfar cuntas a thabhairt i mianaigh, i mbunábhair agus in ábhair inscoilte speisialta a úsáideadh nó a tairgeadh.
Beidh feidhm ag an gceanglas sin freisin i gcás bunábhair agus ábhair inscoilte speisialta a iompar.
Iad siúd a bheidh faoi réir na gceanglas sin, cuirfidh siad in iúl d'údaráis an Bhallstáit a bheidh i geeist aon scéala a thug siad don Choimisiún de bhun Airteagal 78 agus na chéad mhíre den Airteagal seo.
","OPUS QED, lines 17933 to 17942"
"— ar un meánallirú i mbuiséid na mBallstát; agus
— ar threo an chostais mhaireachtála i gcaitheamh na bliana airgeadais roimhe sin.
Cuirfear an t­uasráta i bhfios, roimh an 1 Bealtaine, d'institiúidí uile an Chomhphobail.
Beidh de cheangal ar na hinstitiùidi sin chi leis sin le linn imeachtaí an bhuiséid, faoi réir forálacha an ceathrú agus an cúigiú fomhír den mhír seo.
Más rud é, i gcás caiteachais seachas a dtiocfadh ó riachtanas de dhroim an Chonartha seo nó de dhroim gníomhartha lenar glacadh dá réir, go bhfuil dearbhráta an mhéadaithe sa dréachtbhuiséad riaracháin ata bunaithe ag an gComhairle os cionn leath an uasráta, féadfaidh an Tionól, i bhfeidhmiú a cheart leasúcháin, suim iomlán an chaiteachais sin a mhéadú tuilleadh go teorainn nach mó ná leath an uasráta.
Más rud é, i gcásanna eisceachlula, go measfaidh an Tionól, an Chomhairle nó an tArdÚdarás gur gá do ghníomhaíochtaí na gComh phobal gabháil thar an rata a cinneadh de réir an nós imeachta atá leagtha síos sa mhír seo, féadfar rata eile a shocrú tri chomhaontú idir an Chomh airle, ag gniomhú di tri thromlach cáilithe, agus an Tionól, ag gniomhú dó tri thromlach a chomhaltaí agus le tri chúigiú de na votai a caitheadh.
Feidhmeoidh gach institiúid na cumhachtaí a thugtar di ¡eis an Airteagal seo, agus aird chut' aici ar fhorálacha an Chonartha seo agus ar ghniomhartha lenar glacadh dá réir, go háirithe na cinn a bhaineann le hacmhainní dílse na gComhphobal féin agus /eis an gcomhardú idir ioncam agus caiteachas.
Nuair a bheidh glactha go críochnaitheach leis an mbuiséad riara cháin, beidh d'éifeacht leis sin go n-údarófar don Ard-Údarás agus go gceanglófar air an t-ioncam comhréireach a bhailiú de réir forálacha Airteagal 49.""
Airteagal 2
","OPUS QED, lines 12684 to 12693"
"Is é suiomh Pharlaimint na hEorpa suiomh an Ombudsman. '
Airteagal 14
Glacfaidh an tOmbudsman forálacha chur chun feidhme an Chinnidh seo.
Airteagal 15
An chéad Ombudsman a cheapfar i ndiaidh an Conradh ar an Aontas Eorpach a theacht i bhfeidhm, ceapfar é don chuid atá fágtha de théarma na Parlaiminte.
Airteagal 16
Forálfaidh Parlaimint na hEorpa ina buiséad don fhoireann agus do na háiseanna ábhartha is gá chun gur féidir leis an gcéad Ombudsman na cúraimí a chuirtear air a fheidhmiú a luaithe a cheapfar é.
Airteagal 17
Foilseofar an Cinneadh seo in Iris Oifigiúil na gComhphobal Eorpach.
","OPUS QED, lines 19830 to 19839"
"""Airteagal 136
Áiritheoidh an Chúirt Bhreithiúnais agus an Chúirt Chéadchéime, faoi chuimsiú a ndlínsí faoi seach, go gcomhlíonfar an dlí i léiriú an Chonartha seo agus ina chur chun feidhme.
Ina theannta sin, féadfar painéil bhreithiúnacha a chur ag gabháil leis an gCúirt Chéadchéime faoi na coinníollacha ata leagtha síos in Airteagal 140b chun an inniúlacht bhreithiúnach dá bhforáiltear sa Chonradh seo a fheidhmiú i réimsí sonracha áirithe.""
Cuirtear an méid seo a leanas in ionad Airteagal 137:
""Airteagal 137
Breitheamh amháin in aghaidh an Bhallstáit a bheidh ar an gCúirt Bhreithiúnais.
Suífidh an Chúirt Bhreithiúnais i ndlísheomraí nó i Mór-Dhlísheomra i gcomhréir leis na rialacha ama mbunú chuige sin i Reacht na Cúirte Breithiúnais.
Féadfaidh an Chúirt Bhreithiúnais sui mar chúirt iomlán freisin nuair a fhoráiltear dò sin sa Reacht.""
CUID A hAON
","OPUS QED, lines 20485 to 20494"
"Chun na eriche céanna, déanfaidh an Chomhairle, roimh dheireadh na hidirthréimhse, ag gniomhú di ar thogra ón gCoimisiún agus tar éis dui i gcomhairle leis an Tionól, treoracha a eisiúint chun comhordú a thabhairt ar na forálacha reachtaíochta nó rialúcháin nó riaracháin i mBallstáit i dtaobh gabháil le gníomhaíochtaí agus iad a shaothrú mar oibrithe ar a gconián féin.
Ní foláir bheith d'aontoil ar chúrsaí is ábhar do reachtaíocht i mBallstát amháin ar a laghad, ar bhearta a bhaineann le coigilteas a chosaint, go háirithe creidmheas a thabhairt agus gairm na baincéireachta a fheidhmiú, agus leis na coinníollacha a rialaíonn feidhmiú ghairm na míochaine agus gairmeacha gaolmhara agus ghairm na cógaisíochta sna Ballstáit éagsúla.
I gcásanna eile, gníomhóidh an Chomhairle d'aontoil i rith na chéad chéime agus tri thromlach cáilithe ina dhiaidh sin.
I gcás ghairm na míochaine agus gairmeacha gaolmhara agus ghairm na cógaisíochta, beidh an díothú comhleanúnach ar shrianta ag brath ar chomhordú coinníollacha a geleachta sin sna Ballstáit éagsúla.
Airteagal 58
Cuideachtaí nó gnólachtaí a foirmíodh de réir dlí Ballstáit agus a bhfuil a n-oifig chláraithe, a riarachán lárnach nó a bpríomháit ghnó acu sa Chomhphobal, déileálfar leo, chun críocha na Caibidle seo, ar an gcuma chéanna le daoine nádúrtha is náisiúnaigh de Bhallstáit.
Ciallaíonn ""cuideachtaí nó gnólachtaí"" cuideachtaí nó gnólachtaí a bunaíodh faoin dli sibhialta nó faoin dlí tráchtála, lena náirítear comharchumainn, agus daoine dlítheanacha eile a rialaítear le dlí poiblí nó le dlí príobháideach, cé is moite díobh siúd atá neamhbhrabúsmhar.
CAIBIDIL
SEIRBHISI
","OPUS QED, lines 7884 to 7893"
"An Bheilg An Danmhairg An Ghearmáin An Ghréig An Spáinn An Fhrainc Éire An Iodáil Lucsamburg An Isiltír An Ostair An Phortaingéil An Fhionlainn An tSualainn An Ríocht Aontaithe
Ni bheidh comhaltaí an Choiste inchurtha faoi cheangal ag aon teagaisc shainordaitheacha.
Beidh siad, chun leas ginearálta an Chomhphobail, neamhspleách ar fad i bhfeidhmiú a bhfeidhmeanna.
Cinnfidh an Chomhairle, ag gníomhú di tri thromlach cáilithe, slánaíochtaí chomhaltaí an Choiste.""
CUID A hAON
In Airteagal 259, cuirtear an méid seo a leanas in ionad mhír 1:
Ar thograí ó na Ballstáit, déanfar comhaltaí an Choiste a cheapadh go ceann ceithre bliana.
Glacfaidh an Chomhairle, ag gníomhú di tri thromlach cáilithe, liosta na gcomhaltaí arna tharraingt suas i gcomhréir leis na tograí arna ndéanamh ag gach Ballstát.
Féadfar téarma oifige chomhaltaí an Choiste a athnuachan.""
","OPUS QED, lines 20400 to 20409"
"Éisc thúna: bearta nua cosanta san Aigéan Indiach
Ghlac Coimisiún thuinníní an Aigéin Atlantaigh (CTAA/IOTC – Indian Ocean Tuna Commission) le sraith de bhearta bainistithe agus caomhnaithe ar ócáid a chruinnithe bhliantúil, a tionóladh Mí Mhárta seo caite in Busan (an Chóiré Theas).
Is é an Coimisiún Eorpach a thionscain mórchuid na mbeart seo.
Ní mór béim ar leith a chur ar chur i bhfeidhm phlean oibre a bhaineann go háirithe le córas leithdháilte agus cuótaí do na príomhspeicis tuinnín trópaicigh chomh maith le dúnadh creasa amach ó chósta Chorn na hAfraice: cuirfear cosc ar na báid saighne ansin i Mí na Samhna agus cuirfear cosc ar na báid spiléireachta i Mí Feabhra.
Ina theannta sin, tá cosc ar ghabhálacha na siorcanna súiteála sa chrios ar fad as seo amach.
Ó thaobh an rialaithe de, ghlac an CTAA le réimeas rialaithe Stát an phoirt, rud a réitíonn leis na bearta sin ar glacadh leo cheana féin i gcomhthéacs na EBT, le dul i ngleic le díluchtuithe an iascaigh mhídhleathaigh.
Shocraigh sé freisin téarmaí tagartha a Choiste ghéilliúlachta a threisiú le heasnaimh reatha na Stát i dtaca lena gcuid dualgas a shlánú.
Ina theannta sin, rinneadh socruithe tábhachtacha maidir leis an ngleic in aghaidh na hiascaireachta NNN (neamhdhleathaí, neamhfhógartha agus neamhrialaithe) go háirithe méadú liosta na mbád NNN agus bearta a bhaineann leis na margaí.
Go deireanach, ghlac an CTAA le dearbhú a cháineann na gníomhartha píoráideachta san Aigéan Atlantach agus a thugann cuireadh don phobal idirnáisiúnta tacú leis na hiarrachtaí atá ar siúl le dul i ngleic leis an sciúirse seo.
","OPUS QED, lines 1606 to 1615"
"Saoire máithreachais Pé tir ina bhfuil tú ag obair, má tá tú torrach, tá tú i dteideal tréimhse leanúnaí saoire máithreachais de 14 sheachtalne ar a laghad.
Ni mór don dá sheachtain roimh agus tar eis na breithe a bheith san áireamh.
Beidh feidhm leis na cearta a bhfuil tú ina dteideal sna réimsí seo ar fud an Aontais ó 3 Meitheamh 1998, seachas sa Riocht Aontaithe mar a bhfeidhmeofar an reachtaíocht níos moille.
Tugann an reachtaíocht Chomhphobail feidhm do chomhaontú a rinneadh idir ionadaithe d'oibrithe agus de bhainistíocht Eorpach faoi Chomhaontú an Aontais
Ni gá go bhfaigheadh mná ar shaoire máithreachais lánphá; ba chóir dóibh áfach aon ardú pá a tugadh roimh nó le linn saoire máithreachais a fháil.
Cinneann reachtaíocht náisiúnta na tire ¡na bhfuil tú ag obair méid an phá máithreachais agus ba chóir gurbh ionann a luach agus pá breoiteachta.
ar Pholasaí Sóisialta.
Saoire tuismitheoirí
Conas
","OPUS QED, lines 5524 to 5533"
"Déanfaidh an Chomhairle, ag gniomhú di d'aontoil, na rialacha i dtaobh teangacha institiúidí an Chomhphobail a chinneadh, gan dochar do na forálacha atá i rialacha nós imeachta na Cúirte Breithiúnais.
Airteagal 218
(Aisghaireadh an ¡Aineagal seo leis an clara mir d'Airteagal 28 den Chonradh Comhcheangail)
Comhchean
[Feic an chéad mhír d'Airteagal 28 den Chonradh gail arb é seo a leanas a téacs:
Beidh ag na Comhphobail Eorpacha. i geríocha na mBallstát, na pribhléidí agus na diolúinti is gá chun a gcúraimi a chomhlíonadh. faoi na coinníollacha atá leagtha síos sa Phrótacai atá i gceangal leis an gConradh seo.
Bainfidh an céanna leis an mBanc Eorpach Infheistíochta.]
Airteagal 219
Gabhann na Ballstáit orthu féin nach gcuirfidh siad díospóid maidir le léiriú nó feidhmiú an Chonartha seo á réiteach ar mhodh ar bith seachas mar a fhoráiltear ann.
","OPUS QED, lines 8761 to 8770"
"Chuige sin, feidhmeoidh an Coimisiún ar son an Chomhphobail.
Airteagal 186
(Aisghaireadh an /Airteagal seo le hAirteagal 24(2) den Chonradh Comhcheangail)
[Feic Airteagal 24(1) den Chonradh Comhcheangail arb é seo a leanas a théacs:
Beidh oifigigh agus seirbhísigh eile an Chomhphobail Eorpaigh do Ghual agus Cruach, Chomhphobal Eacnamaíochta na hEorpa agus an Chomhphobail Eorpaigh do Fhuinneamh Adamhach, ar dháta an Chonartha seo a theacht i bhfeidhm, ina n-oifigigh agus ina seirbhísigh eile do na Comhphobail Eorpacha agus ina gcuid de riarachán aonair na gComhphobal sin.
Déanfaidh an Chomhairle, ag gniomhú di tri thromlach cáilithe ar thogra ón gCoimisiún agus tar éis dui i gcomhairle leis na hínstitiúidí eile lena mbaineann, Rialacháin Foirne na
n-oifigeach do na Comhphobail Eorpacha agus Coinniollacha Fostaíochta na seirbhíseach eile do na Comhphobail sin a leagan síos.]
Airteagal 187
Chun na cúraimí a chuirtear air a chomhlíonadh, féadfaidh an Coimisiún aon fhaisnéis a chruinniú, agus aon fhíorú is gá a dhéanamh, faoi na teorainneacha agus na coinniollacha a bheidh leagtha síos ag an gComhairle de réir fhorálacha an Chonartha seo.
","OPUS QED, lines 18658 to 18667"
"Glasraí úr nó fuaraithe:
— Oinniúin, seallóidí, gairleog — Prátaí nua: — Ó 1/1 go 15/5 — Ó 16/5 go 30/6 — Eile ( > )
Glasraí triomaithe, díscithe nó galaithe, iomlán, gearrtha, slisnithe, briste nó ina bpúdar, ach gan ullmhú thairis sin orthu : — Oinniúin — Eile ex 07.05
Glasraí pischíneálacha triomaithe, scilligthe, scafa nó scoilte nó gan a bheith: — Piseanna agus pónairí
Bananaí, úr
Torthaí ciotrais, úr nó triomaithe: — Oráistí: — O 15/3 go 30/9 — Lasmuigh den tréimhse sin Mandairíní agus cleimintíní Liomóidí Seadóga Eile
Socraitear an rata dc ghnáth ag leibhéal an mheáin inmhriochtúil.
Féadfar c geartú, mar is gá. tri ralai scasúracha a shocrú faoi chuimsiú hhcartas lalmh Chomhphobail.
Comhtharaif Chustam (rata
","OPUS QED, lines 9226 to 9235"
"Dr. J. P. BALKENENDE Príomh-Aire
Dr. B. R. BOT Aire Gnóthaí Eachtracha
UACHTARÁN CÓNAIDHME PHOBLACHT NA hOSTAIRE,
An Dochtúir Wolfgang SCHÜSSEL Seansailéir Cónaidhme
An Dochtúir Ursula PLASSNIK Aire Cónaidhme Gnóthaí Eachtracha
UACHTARÁN PHOBLACHT NA POLAINNE,
Marek BELKA Príomh-Aire
Włodzimierz CIMOSZEWICZ Aire Gnóthaí Eachtracha
UACHTARÁN PHOBLACHT NA PORTAINGÉILE,
","OPUS QED, lines 21989 to 21998"
"Miguel Angel MORATINOS CUYAUBÉ Aire Gnóthaí Eachtracha agus Comhair
UACHTARÁN PHOBLACHT NA FRAINCE,
Jacques CHIRAC Uachtarán
Jean-Pierre RAFFARIN Príomh-Aire
Michel BARNIER Aire Gnóthaí Eachtracha
Brollach
UACHTARÁN NA hÉIREANN,
Bertie AHERN Taoiseach
Dermot AHERN Aire Gnóthaí Eachtracha
","OPUS QED, lines 21956 to 21965"
"Saoränaigh na hEorpa
Mar shaoránach den Aontas Eorpach, tá a lán cearta agat ¡ ngan fhios duit, b'fhéidir.
Arbh eoi duit, mar shampla, go bhfuil tú, is cuma cén tir ina bhfuil tú ag obair, i dteideal phá chomhionann ar obair chomhionann nó ar obair de luach comhion­ann beag beann ar do ohineál?
Nó gur ghá go mbeadh na deiseanna traenála céanna agat le hoibrithe den chineál eile?
Tá an tAE ag foilsiú an tsraith seo d'eolairí ag míniú do chearta chun go bhféadfá an leas is fearr a bhaint as na deiseanna ata ar fail duit.
Léiríonn na heolairí freisin na coinníollacha a ghabhann le do chearta.
Is cerniu de sbraitìi d'ßwilseachäin é an l-eolaire seo anui slioìi'itliar ag an Aonuis Eorpach mar cintici dei Jhcuchtas eoluis ""Saoränaigh na ItEorpa"".
Is card atti Ì ""Saoränaigh na hEorpa"" agus sna gniotnhaiochtai colais tosaiochta eile, ""An curo: aoii airgeadra antilain don Eoraip"" agus ""Tógaimis an Eoraip le elicile"" nti tm Cli'tr Eoluis don Siiori'inacli Eorpach a ¡aiiiset'iil Coimisitin na liEorptt agus Parliitiiiint no hEorpa.
Tá scóip agus éagsúlacht na gcearta seo chomh mor sin nach bhféadfadh cur síos gairid gach cas aonaránach a chuímsiú.
","OPUS QED, lines 5357 to 5366"
"Airteagal 193
Gabhann na Ballstáit orthu féin nach gcuirfidh siad díospóid maidir le léiriú nó feidhmiú an Chonartha seo á réiteach ar mhodh ar bith seachas mar a fhoráiltear ann.
Airteagal 194
Beidh de cheangal ar chomhaltaí institiúidí an Chomhphobail, ar chomhaltaí coistí, ar oifigigh agus seirbhísigh eile an Chomhphobail, agus ar aon daoine eile, a mbeidh orthu, i ngeall ar a ndualgais nó a gcaidreamh, poiblí nó príobháideach, le hinstitiúidí nó le suiteálacha an Chomhphobail nó leis na Gnóthais Chomhpháirteacha, aon fhíorais, faisnéis, eolas, doiciméid nó nithe, a bheidh faoi chóras slándála de réir forálacha a bheidh leagtha síos ag Ballstát nó ag institiúid de chuid an Chomhphobail, a fháil, nó fios a fháil orthu, na fíorais, an fhaisnéis, an t-eolas, na doiciméid agus na nithe sin a choimeád ina rún ó aon duine neamhúdaraithe agus ón bpobal i gcoitinne, fiú tar éis deireadh a theacht leis na dualgais nó leis an gcaidreamh sin.
Féachfaidh gach Ballstát ar aon sárú a dhéanfar ar an oibleagáid sin mar ghníomh atá dochrach dá rialacha féin maidir le rúndacht agus mar ghníomh a thig, ó thaobh forais agus dlínse, faoi réim dhlíthe an Bhallstáit maidir le gníomhartha atá dochrach do shlándáil an Stáit nó le nochtadh rún gairmiúil.
Déanfaidh an Ballstát sin, ar aon Bhallstát lena mbaineann nó an Coimisiún á iarraidh sin, aon duine laistigh dá dhlínse a chúiseamh a dhéanfaidh aon sárú den sórt sin.
Cuirfidh gach Ballstát in iúl don Choimisiún na forálacha go léir a rialaíonn, laistigh dá chríocha, rúnaicmiú agus rúndacht faisnéise, eolais, doiciméad nó nithe lena mbaineann an Conradh seo.
Déanfaidh an Coimisiún deimhin de go gcuirfear na forálacha sin in iúl do na Ballstáit eile.
Déanfaidh gach Ballstát na bearta go léir is iomchuí chun gur fusa córas slándála chomh mór ar comhrian agus chomh cuimsitheach agus is féidir a bhunú go comhleanúnach.
","OPUS QED, lines 2469 to 2478"
"Airteagal 44
Beidh Airteagail 2 go 4, 6 go 9, an chéad mhír d'Airteagal 13, Airteagal 17, an dará mir d'Airteagal 18 agus Airteagal 19 den Reacht seo infheidhme ar an gCúirt Chéadchéime agus ar a comhaltaí.
Is os comhair na Cúirte Breithiúnais a ghlacfar an mionn dá dtagraítear ín Airteagal 2 agus is í an Chúirt Bhreithiúnais a ghlacfaidh na breitheanna dá dtagraítear ín Airteagail 3, 4 agus 7 tar éis di an Chúirt Chéadchéime a éisteacht.
Cláraitheoir agus foireann
Airteagal 45
Ceapfaidh an Chúirt Chéadchéime a Cláraitheoir agus leagfaidh sí síos na rialacha a bhainfidh lena sheirbhís.
Beidh Airteagail 9 agus 14 den Reacht seo infheidhme, mutatis mutandis, ar Chláraitheoir na Cúirte Céadchéime.
Leagfaidh Uachtarán na Cúirte Breithiúnais agus Uachtarán na Cúirte Céadchéime síos de thoil a chéile na coinniollacha faoina ndéanfaidh oifigigh agus seirbhísigh eile atá ag gabháil leis an
* Arna chur isteach le hAirteagal 5 de Chinneadh ón gComhairle an 24 Deireadh Fómhair 1988 ag bunú Chúirt Chéadchéime na gComhphobal Eorpach (IO L 319. 25.11.1988, Ich. 1).
","OPUS QED, lines 16654 to 16663"
"Mianta tóiriam ina bhfuil thar 20 faoin gcéad de réir meáchain de thóiriam.
Úráineo-tóiriainít ina bhfuil thar 20 faoin gcéad de thóiriam.
Tóiriam amh nó próiseáilte.
Comhdhúile neamhorgánacha de thóiriam seachas ocsaid tóiriam.
Comhdhúile orgánacha de thóiriam.
Deoitéiriam agus a chomhdhúile (lena n-áiritear uisce trom) inar mó ná 1:5000 an coibhneas idir uimhir na n-adamh deoitéiriam agus uimhil na n-adamh normalach hidrigine.
Trompharaifín inar mó ná 1:5000 an coibhneas idir uimhir na n-adamh deoitéiriam agus uimhir na n-adamh normalach hidrigine.
Meascáin agus tuaslagáín inar mó ná 1:5,000 an coibhneas idir uimhir na n-adamh deoitéiriam agus uimhir na n-adamh normalach hidrigine. gine.
Imoibritheoirí núicléacha.
","OPUS QED, lines 11673 to 11682"
"Bainfidh na téarmaí sin, go háirithe, le híocaíocht oiriúnach agus, más iomchuí, le ceart an cheadúnaí chun focheadúnais a dheonú do thríú páirtithe agus leis an oibleagáid chun déileáil leis an bhfaisnéis mar rún ceirde.
Mura gcomhaontófar ar na tearmai dá dtagraítear sa tríú mir, féadfaidh na ceadúnaithe an t-ábhar a thabhairt os comhair na Cúirte Breithiúnais chun go bhféadfar coinníollacha oiriúnacha a shocrú.
Airteagal 13
Cuirfidh an Coimisiún i bhfios do Bhallstáit, do dhaoine agus do ghnóthais aon fhaisnéis a fuair an Comhphobal agus nach mbaineann forálacha Airteagal 12 leí, cibé acu óna chlár taighde féin a thig an fhaisnéis sin nó trina cur in iúl don Choimisiún le húdarás úsáid a bhaint as mar is rogha leis.
Féadfaidh an Coimisiún, áfach, é a chut de choinníoll le nochtadh na faisnéise sin nach foláir í a choimeád faoi rún agus gan í a thabhairt do thríú páirtithe.
Ni cead don Choimisiún aon fhaisnéis a nochtadh a fuarthas faoi réir srianta ar a húsáid nó ar a leathadh — mar shampla, faisnéis ar a dtugtar faisnéis rúnaicmithe — mura n-áiritheoidh sé go ndéanfar de réir na srianta sin.
Roinn
Faisnéis Eile a) Leathadh tri chomhaontú cairdiúil
Airteagal 14
","OPUS QED, lines 10463 to 10472"
"CAIBIDIL 70
Gloine ina moll (gan gloine optaicíúil a áireamh) ex 70.01 70.02 70.03 70.04 70.05 70.06 70.16
CAIBIDIL 71
Airgead, neamhshaoirsithe Airgead rollta, neamhoibrithe Ór, neamhshaoirsithe ex 71.05 ex 71.06 ex 71.07 ex 71.08
Ór rollta ar mhiotal neamhlómhar nó ar airgead, neamhoibrithe ex 71.09 platanaim,
Platanam agus miotail eile den ghrúpa neamhshaoirsithe ex 71.10
Platanam rollta nó miotail eile den ghrúpa platanaim, ar mhiotal neamhlómhar nó ar mhiotal lómhar, neamh oibrithe
CAIBIDIL 73
Blúmáin, billéíd, Ieaca agus barrai leatháin (lena náirítear barrai stánphláta), d'iarann nó de chruach (seachas táirgí a thig faoi réim an Chomhphobail Eorpaigh do Ghual agus Cruach) ; píosaí garbhchumtha trina ngaibhniú, d'iarann nó de chruach
","OPUS QED, lines 9124 to 9133"
"Comhairle bhreise
✔ B’úsáideach leat, b’fhéidir, riachtanais do ghnólachta a phlé le duine atá seachtrach don ghnólacht (m.sh. líonra áitiúil thacaíocht gnó) a bheidh in ann do ghnólacht a fheiceáil le ‘súile’ nua (agus neamhspleácha).
✔ Ina lán casann féadfaidh tú cuardach ar an idirlíon agus teacht ar an ábhar atá de dhíth agat (in aisce) agus gheobhaidh tú roinnt nasc tábhachtach sa bhróisiúr seo chun eolas a bhealaigh a thabhairt duit.
Do na gnólachtaí siúd atá ag iarraidh faisnéise níos mionsonraithe ar conas dul i gceann na ‘ hÉagsúlachta’ nó ar conas leanúint ar aghaidh lena bhfuil i mbun acu (‘Turas na hÉagsúlachta’), tá liosta seiceála na hÉagsúlachta agus treoracha le haghaidh réimsí tábhachtacha thíos anseo a thabharfaidh níos faide ar an mbealach seo thú agus tá níos mó eolas iontu ar na 8 leid a cuireadh síos orthu roimhe seo.
✔ Baineann roinnt FBManna úsáid as comhairleoir gnó as a n-institiúid airgeadais (banc nó urra) agus is féidir go bhfuil uinéirí agus bainisteoirí eile gnólachta ina bhfoinse úsáideach comhairle.
✔ Do mhicreaghnólachtaí agus dóibh siúd nach bhfuil ról foirmiúil Acmhainní Daonna acu, déan cinnte nach lorgann tú cuidiú nach labhraíonn ach faoi chur chuige‘Éagsúlachta’, ach cuidiú a cheanglaíonn an cur chuige agus na sochair a d’fhéadfadh sé tabhairt ar do ghnólacht trí chomhairle shainiúil phraiticiúil.
✔ Bíodh conradh a bhfuil muinín agat as mar thosú agat agus faigh amach cé atá san áit is fearr le cuidiú leat nó féach ar na hacmhainní ag deireadh an bhróisiúir seo agus lorg eolas teagmhála d’eagraíocht trádála nó do chomhlachas lucht trádála i do cheantar féin.
Tá a lán faisnéise le fáil in aisce, agus ise ba chóir duit a úsáid ar dtús!
✔ Má bhaineann tú feidhm as duine sainiúil taobh amuigh den ghnólacht a thairgeann tacaíocht, tabhair air coinneáil leis an bpróiseas maidir le athrú ar bith (m.sh. bheith i do pháirt de phróiseas an agallaimh) a chur i bhfeidhm agus measúnú a thabhairt faoi cé chomh rathúil is a bhí an cur chuige.
","OPUS QED, lines 4325 to 4334"
"Airteagal 123**
Cinnfidh an Chomhairle, ag gniomhú di tri thromlach cáilithe, tuarastail, slánaíochtaí agus pinsin Uachtarán agus chomhaltaí an
Airteagal mar atá arna chur isteach le hAirteagal 1(6), CAE.
Airteagal mar atá arna chur isteach le hAirteagal 1(7), CAE.
Choimisiúin agus Uachtarán, Bhreithiúna, Abhcóidí Ginearálta agus Chláraitheoir na Cúirte Breithiúnais.
Cinnfidh an Chomhairle chomh maith, tri thromlach cáilithe freisin, aon slánaíocht is intugtha ín ionad luach saothair.
Roinn 3
An Coimisiún
Airteagal 124
","OPUS QED, lines 18174 to 18183"
