Sample,Source
"Ansin, bhí sé go mbeadh an lust an ruaig a thagann go tobann air, agus go raibh a
Bheadh ​​cumhacht réasúnaíocht iontach cúis leis an leibhéal intuition, go dtí iad siúd a bhí
Bheadh ​​unacquainted le breathnú ar a modhanna askance ag dó mar ar fhear a bhfuil eolas nach raibh sé sin mortals eile.
Nuair a chonaic mé dó go tráthnóna enwrapped amhlaidh sa cheol ag Halla Naomh Séamas Bhraith mé go mb'fhéidir go mbeadh an am olc a bheith ag teacht orthu siúd a raibh sé é féin chun fiach a leagtar síos.
""Ba mhaith leat dul abhaile, gan amhras, Dochtúir,"" dúirt sé mar a tháinig chun cinn againn.
""Tá, go mbeadh sé chomh maith."" ""Agus tá mé roinnt le gnó a dhéanamh a ghlacadh roinnt uaireanta.
Tá an gnó ag Coburg Cearnóg tromchúiseach. "" Cén fáth dáiríre? ""
""Is coir nach beag d'intinn.
Tá mé gach cúis aige chun a chreidiúint go bhfuil muid beidh sé in am chun stop a chur leis.
","OPUS QED, lines 1624 to 1633"
"""Níl,"" fhreagair Máire, go leor indignantly.
Riamh ""Rinne mé i mo shaol.
Mo Ayah cóirithe mé, ar ndóigh. ""
""Bhuel,"" a dúirt Martha, evidently nach bhfuil sa ar a laghad ar an eolas go raibh sí impudent, ""tá sé
Ba chóir am tha 'fhoghlaim.
Ní féidir Tha 'tosú níos óige.
Beidh sé a dhéanamh go maith leat chun fanacht ar thysen le beagán.
Dúirt mo mháthair i gcónaí nach bhféadfadh sí a fheiceáil cén fáth nach raibh daoine mhór le páistí dul amach fools cothrom - cad le haltraí nite le 'bein' 'cóirithe ina' ar thóg amach ag siúl mar más rud é go raibh siad puppies! ""
""Tá sé difriúil san India,"" a dúirt Máire mistress disdainfully.
","OPUS QED, lines 10434 to 10443"
"Bhí an tábla ceann móra, ach na trí bhí plódaithe go léir le chéile ag ceann cúinne den sé:
'Níl seomra!
Uimh seomra!
'Adeir siad amach nuair a chonaic siad
Alice romhainn.
'Níl neart den seomra!' Arsa Alice indignantly, agus shuigh sí síos i mór
lámh-chathaoirleach ag foirceann amháin de na tábla.
'An bhfuil roinnt fíon,' ar an Ghiorria Márta i spreagadh ton.
Alice fhéach thart ar an tábla seo, ach ní raibh aon rud ar sé ach tae.
","OPUS QED, lines 6567 to 6576"
"Bhí sí Nantucket bunaidh mór - an mBonn
Carthage seo; - an áit ina raibh an míol mór stranded chéad Mheiriceá marbh.
I gcás eile, ach ó Nantucket raibh na whalemen bundúchasacha, na bhFear Dearg-, an chéad sally amach i curaigh a chase a thabhairt do na Leviathan?
Agus i gcás ach ó Nantucket, freisin, go raibh an chéad sloop beag eachtrúil a chur amach, páirteach ualaithe le cobblestones allmhairithe - mar sin téann an scéal - le caith ag an míolta móra, i d'fhonn a fháil amach nuair a bhí siad nigh go leor chun riosca harpoon ón bowsprit?
Anois, a bhfuil oíche, in aghaidh an lae, agus ceann eile fós oíche seo a leanas os mo chomhair i Nua-
Bedford, ere raibh mé in ann dul i ndán do mo phort, bhí sé ina ábhar concernment nuair a bhí mé a ithe agus codladh Idir an dá linn.
Bhí sé an-dubious-lorg, nay, ar oíche an-dorcha agus brónach, bitingly fuar agus cheerless.
Bhí a fhios agam aon duine san áit.
Le grapnels imníoch go raibh mé mo phóca sounded, agus gan ach a thabhairt suas roinnt píosaí de airgid, - Mar sin, cibé áit a théann tú, Ishmael, a dúirt mé liom féin, mar a bhí mé i lár an dreary sráide shouldering mo mhála, agus i gcomparáid an ghruaim i dtreo an taobh ó thuaidh leis an dorchadas i dtreo an taobh ó dheas - nuair is i d'eagna is féidir leat a thaisceadh i gcrích ar feadh na hoíche, mo Ishmael daor, a bheith cinnte go fhiosrú an praghas, agus nach a bheith ró-áirithe.
","OPUS QED, lines 3598 to 3607"
"Ní raibh Halla cosúil dó, agus pé uair a dared he Labhair sé den inmholta
Seicigh air; ach thaispeáin sé a dtaitníonn go suntasach ag cheilt it ostentatiously, agus a chuid cuairteoirí a sheachaint oiread agus is féidir.
""Fan go rith an tsamhraidh,"" a dúirt Mrs Halla sagely, ""nuair a bhíonn na artisks ag tosú ar teacht.
Ansin, beidh muid a fheiceáil.
Féadfaidh sé a bheith ina giotán overbearing, ach billí
Tá socraithe poncúil billí socraithe poncúil, is cuma cén mhaith leat a rá. ""
Ní raibh an strainséir téigh go dtí séipéal, agus go deimhin ní dhearnadh aon difríocht idir Dé Domhnaigh agus na laethanta irreligious, fiú i éadaí.
D'oibrigh sé, mar a shíl Mrs Halla na Cathrach, an- fitfully.
Roinnt laethanta a bheadh sé ag teacht síos go luath agus a bheith gnóthach go leanúnach.
","OPUS QED, lines 12355 to 12364"
"""Dúirt sé go mbeadh sé ag glaoch arís ina dhiaidh sin, a dhuine uasail. ""
""Ní mór rud éigin a chur ar bun, Jeeves."" ""Sea, a dhuine uasail.""
Thug mé an mustache a twirl mhachnamhach.
Dhealraigh sé Gortaítear Jeeves le déileáil go maith, sin mé chucked é.
""Feicim an páipéar, a dhuine uasail, is é sin an tUasal Bickersteth uncail le teacht ar an
Carmantic. "" Is ea? ""
""A Grace an Diúc Chiswick, a dhuine uasail.""
Ba é seo an nuacht dom, go raibh uncail Bicky s diúc.
Rum, conas is beag a fhios ag duine faoi cheann amháin ar pals!
","OPUS QED, lines 8674 to 8683"
"Monarch Aonair an domhain uilíoch.
O, cad a bhí ina Beast mé chide ag dó!
An mbeidh tú ag labhairt go maith ALTRA de dó go kill'd do col ceathrar?
Déanfar Juliet mé tinn de labhairt dó go bhfuil mo fhear céile?
Ah, bocht mo thighearna, déanfar méid a dteanga réidh thy ainm, Nuair a bheidh mé, dot trí uair an chloig 'bhean chéile, mangled é? -
Ach wherefore, villain, didst tusa mo chol ceathrair a mharú?
Bheadh sé sin go bhfuil col ceathrar villain kill'd m'fhear céile:
Ar ais, Tears foolish, ar ais go dtí do earrach dúchais; bhaineann Do titeann fo-abhainn a mairg,
Cé acu ort, mistaking, a thairiscint suas go dtí áthas.
","OPUS QED, lines 20117 to 20126"
"'Tá siad ag déanamh le blacking, creidim.' 'Bróga agus bróga ísle faoi na farraige,' an
Gryphon Lean i nguth domhain, 'atá déanta le faoitín.
Anois a fhios agat. '
'Agus cad atá déanta acu de?' Iarr Alice i ton de fiosracht mór.
'Boinn agus eascoin, ar ndóigh,' d'fhreagair an Gryphon in áit mífhoighneach: 'aon séacla d'fhéadfaí a dúirt tú go. '
'Dá mba mhaith bhí mé ar an faoitín,' arsa Alice, a bhfuil a smaointe a bhí ag rith fós ar an amhrán, 'Ba mhaith Tá sé ráite agam leis an porpoise, ""Coinnigh ar ais, le do thoil:
Ní bhfuil muid ag iarraidh TÚ le linn!""'
'Bhí siad go bhfuil dualgas dó leo,' arsa an Turtle Bréige: 'ní bheadh ​​aon iasc ciallmhar dul in áit ar bith gan porpoise. "" nach mbeadh sé i ndáiríre? 'arsa Alice i ton of iontas mór.
'Ní Ar ndóigh,' ar an Turtle Bréige: 'cén fáth, má tháinig éisc ME, agus dúirt sé liom é bhí ag dul ar thuras, ba chóir dom a rá ""Le cad porpoise?"" '
","OPUS QED, lines 7123 to 7132"
"Is féidir liom a fheiceáil tá sé difriúil, ""fhreagair sí beagnach go báúil.
""Dare liom a rá tá sé mar níl a lán den sórt sin o 'Blacks ann ina ionad sin o' respectable daoine bán.
Nuair a chuala mé go raibh tú Comin 'ón India, shíl mé go raibh tú ró-dubh. ""
Mary shuigh suas i leaba buile.
""Cad é!"" A dúirt sí.
""Cad é!
Cheap tú go raibh mé ó dhúchas.
Tá tú - iníon leat a muc ""!
Martha Stán agus d'fhéach sé te.
","OPUS QED, lines 10446 to 10455"
"""B'fhéidir dá mbeadh a rinne a máthair agus a fear a aghaidh deas go leor manners oftener isteach sa phlandlann fhéadfadh Mhuire atá foghlamtha roinnt bealaí go leor freisin.
Tá sé an-brónach, anois is é an rud bocht imithe álainn, a mheabhrú go bhfuil go leor daoine riamh a fhios fiú go raibh sí ina leanbh ar chor ar bith. ""
""Creidim go bhfuil sí ar éigean riamh d'fhéach sé ar a,"" sighed Crawford Mrs.
""Nuair a bhí sí marbh Ayah raibh aon duine a cheap a thabhairt don rud beag.
Cuimhnigh ar an seirbhíseach a reáchtáil ar shiúl agus ag fágáil a n-aonar sa mhéid is go léir thréigthe bungaló.
Coirnéal McGrew dúirt sé beagnach léim amach as a gcraiceann nuair a d'oscail sé an doras agus fuair a seasamh ag í féin i lár an tseomra. ""
Mary rinne an turas fada go Sasana faoi chúram oifigigh bhean chéile, a bhí ag cur a leanaí a fhágáil leo i scoil chónaithe-.
Bhí sí go mór gafa ag a buachaill beag féin agus cailín, agus bhí sé in áit sásta
láimh an leanbh go dtí an bhean an tUasal Archibald Craven sheoladh chun freastal uirthi, i
","OPUS QED, lines 10141 to 10150"
"Breathnaíonn sé amhail is dá mbeadh sé i lár an spree colossal, agus taitneamh a bhaint as gach nóiméad de.
Ná gceapann tú amhlaidh, Jeeves? ""
""Tá sé aer decidedly inebriated, a dhuine uasail.""
Corky bhí ag tosú rud éigin le rá nuair a d'oscail an doras, agus an uncail tháinig isteach
Ar feadh thart ar thrí soicind go léir a bhí áthas, jollity, agus dea-thoil.
Chroith an buachaill sean lámha le liom, slapped Corky ar chúl, a dúirt nach raibh sé cheapann sé a bhí feicthe riamh den sórt sin ar lá breá, agus whacked a cos leis lena maide.
Bhí réamh-mheasta Jeeves féin isteach sa chúlra, agus ní raibh sé fógra dó.
""Bhuel, Bruce, mo buachaill; Is amhlaidh go bhfuil an phortráid críochnaithe i ndáiríre, é - i ndáiríre críochnaithe?
Bhuel, é a thabhairt amach.
","OPUS QED, lines 7902 to 7911"
"Dá bhrí sin, rinne sé amach a fháil a chorp uachtair an chéad leaba agus chas a cheann go cúramach i dtreo an imeall an leaba.
Bhainistiú sé é seo a dhéanamh go héasca, agus in ainneoin a leithead agus meáchan a mais comhlacht ag dhiaidh seo caite go mall casadh a cheann.
Ach mar a ardaíodh sé ar deireadh a cheann taobh amuigh den leaba faoin aer, bhí sé fonn maidir le dul chun cinn ar bith eile ar an mbealach seo, le haghaidh má cheadaítear sé é féin sa deireadh go dtitfidh an bpróiseas seo, tá sé bheadh ​​a ghlacadh chun cosc ​​a miracle a cheann ó gortaithe.
Agus ar na costais go léir nach mór dó a chailleadh Chonaic ceart anois.
Sé is fearr chun fanacht sa leaba.
Mar sin féin, tar éis iarracht den chineál céanna, cé go leagfaidh sé ann arís, sighing mar a rinneadh cheana, agus nuair a chonaic arís ar a géaga beaga ag troid le chéile, más rud ar bith níos measa ná níos luaithe, agus ní raibh seans ar bith a fheiceáil de fhorchur ciúin agus ord ar an ghluaiseacht treallach, a dúirt sé féin arís nach bhféadfadh sé b'fhéidir fanacht sa leaba agus go bhféadfadh sé a bheith an rud is réasúnach a sacrifice gach rud dá mbeadh fiú an slightest
Tá súil a fháil dó féin as an leaba sa phróiseas.
I láthair na huaire céanna, áfach, ní raibh sé dearmad a chur i gcuimhne dó féin ó am go ham ar an bhfíric go calma - go deimhin calmest - d'fhéadfadh machnamh a bheith níos fearr ná an chuid is mó cinntí ar dhaoine eatarthu.
Ag chuimhneacháin den sórt sin, d'ordaigh sé a gaze chomh cruinn is a d'fhéadfadh sé i dtreo na fuinneoige, ach ar an drochuair ní raibh mórán cheer muiníneach go raibh ó Sracfhéachaint ar an ceochán maidin, a bhfolach fiú ar an taobh eile de na sráide caol.
","OPUS QED, lines 4686 to 4695"
"""Tá mé aon rud a dhéanamh,"" a dúirt Máire.
""Ní dhéanfaidh aon ní a mbaineann dom.
Fuair ​​mé é féin agus fuair mé isteach é féin.
Bhí mé ach díreach cosúil leis an spideog, agus tá siad bheadh ​​ní ghlacfaidh sé as an spideog. ""
""I gcás go bhfuil sé?"" D'iarr Dickon i nguth thit.
Mistress Mary fuair suas as an logáil isteach ag an am céanna.
Bhí a fhios aici a mhalairt bhraith sí arís, agus obstinate, agus ní raibh sí cúram ar chor ar bith.
Bhí sí imperious agus Indiach, agus ag an am céanna te agus sorrowful.
""Tar liom agus beidh mé a thaispeáint duit,"" a dúirt sí.
","OPUS QED, lines 11913 to 11922"
"Ho deciso.. vi lascio davvero questa volta
Checce del cazzo
Faccio richiesta di reclutamento da loro
Loro si che sono un clan serio, datemi il link del loro Forum
Fanno il culo a tutti..
Le do il link al forum www.rfc.forumcommunity.net
Oibríonn an tionscnamh seo le paistí chun teanga eile a mhuineadh dóibh.
Chomh maith le peil a mhuineadh dóibh, muineann muid dóibh conas is feidir leo cumarsáid a dhéanamh le paistí ó thíortha eile
Ni imríonn na paistí peil in aghaidh a chéile, ní imríonn paistí Seiceach agus Gearmánach i gcoinne a chéile, i leaba sin, imríonn siad le chéile ar an bhfoireann céanna
","OPUS QED, lines 2680 to 2689"
"Ní raibh mórán de, ach bhí sé ar fad go dtí an pointe.
Is é seo a dúirt sé:
""MO Bobbie a chara, - tá mé ag dul ar shiúl.
Nuair a cúram tú go leor faoi dom a mheabhrú a ghuí tuairisceáin sona dom ar mo lá breithe, beidh mé ag teacht ar ais.
Beidh mo sheoladh Bosca 341, Nuacht, Morning Londain. ""
Léigh mé é faoi dhó, ansin dúirt mé, ""Bhuel, cén fáth nach bhfuil tú?""
""Cén fáth nach féidir liom cad é?""
""Cén fáth nach bhfuil tú ag iarraidh uirthi tuairisceáin sásta go leor?
Ní chuireann sé cosúil i bhfad a iarraidh. ""
","OPUS QED, lines 9421 to 9430"
"""Ach bhí tú ach ag dul a insint dom faoi seo Invisible Man anseo!"" Agóide the
Mariner.
An tUasal Marvel chuma dul i gcomhairle leis féin.
""Hoax,"" a dúirt Guth.
""It'sa hoax,"" a dúirt an tUasal Marvel.
""Ach tá sé sa pháipéar,"" a dúirt an Mariner.
""Hoax léir mar an gcéanna,"" a dúirt Marvel.
""Tá a fhios agam CHAP a thosaigh an bréag.
Nach bhfuil aon Invisible Man ar bith -
","OPUS QED, lines 13592 to 13601"
"""O, a dhéanamh air feadh a Amariah ar.
Níl sean Grandmam Stephens ann, - Dorcas, a thugann siad léi, - sí 's an chuid is mó ar altra amazin '.
Bíonn sí go nádúrtha fíor altranais, agus an't riamh níos oiriúnaí ná nuair a fhaigheann sí comhlacht tinn le claonadh.
Is féidir linn a áireamh ar casadh air os cionn léi ar feadh coicíse nó mar sin. ""
Tá turas ar uair an chloig níos mó a thabhairt ar an bpáirtí le teach feirme néata, i gcás an traochta
Fuarthas lucht siúil le bricfeasta flúirseach.
Tom Loker bhí luath agus go cúramach i dtaisce i leaba i bhfad níos glaine agus níos boige ná mar a bhí sé riamh a bhí i seilbh an nós.
A chréacht a bhí cóirithe agus bandaged go cúramach, agus leagfaidh sé languidly oscailte agus figiúirí shutting a shúile ar an fhuinneog bán-cuirtíní agus go réidh-gliding a seomra tinn, cosúil le leanbh traochta.
Agus anseo, don am i láthair, beidh muid a chur ar ár saoire páirtí amháin.
","OPUS QED, lines 16801 to 16810"
"Tá tú ag dul ar do uncail.
Tá a ainm an tUasal Archibald Craven. ""
""Níl a fhios agam aon rud mar gheall air,"" thiomsóidh Máire.
""Tá a fhios agam nach bhfuil tú,"" freagra Basil.
""Níl a fhios agat rud ar bith.
Cailíní riamh a dhéanamh.
Chuala mé athair agus a mháthair ag caint mar gheall air.
Tá sé ina chónaí i iontach, teach, mór d'aois desolate sa tír agus téann aon duine in aice dó.
Sé tras mar sin ní bheidh sé lig dóibh, agus tá siad ní bheadh ​​teacht dá mbeadh sé in iúl dóibh. .
","OPUS QED, lines 10123 to 10132"
"léamh tosú ar an bpointe boise chuir sé os cionn an domhain is ársa leathanach ciúin na sluaite faoi deara go raibh sé Cochran
lá atá inniu ann i 1967 an marmair athrú Peking a bheith fós léigear ar thoil na bhflaitheas mar i gcónaí
Sínis bhailiú fós anseo chun éisteacht le na guthanna a tharlaíonn díobhálacha Feicfidh muid agus an tá iarracht déanta chun cruth a gcuid smaointeoireachta
Tá fáil ina fhírinní uilíoch athrú dogma versus Confucius a reo a ceann discontent bodhar agus a n-turcaí choinsiasa nua-aimseartha an seó íomhá a bhí aige le daoine a múinteoir seanathair neamhurchóideacha beidh sé a fhoghlaim go siúd nach féidir leo léamh a chuid ceachtanna a brúite mianaigh atá ag dul in aois Ní mór scór fós as a stailceanna créatúir uachtar ar óg agus aosta ar an saol againn mhílíste fear beag ar troid an impiriúlachais us
láimhseáil ní mór dúinn fás suas
Taiwan d'aon ghnó ach ní bheidh mé a bheith aisghlaoch oibiachtúlacht do chuid is mó acu an oileán carraigeach nócha míle amach
Tá go leor bríonna go bhfuil sé an státaire atá fágtha deireanach a ndéileáiltear leo ar an dong órga
le John naisc leis arm American Tá resisted ach 600,000
láidir a aisling ath-conquest ach tharraing John seo a American is féidir leis a cheadú ar na trúpaí nó níos lú mura rud American é sin a dhéanamh an junto long labhraíonn sé ar mhórthír tSín eile bhagairt chun Formosa Tá flooded chung rinne an impiriúil ársa músaem de rí aoibhneas ocht gcéad bliain de ealaín Síneach siombail de roinnt tSín pacáistí áilleacht macalla deviousness an am atá caite go bhfuil drochriaracháin diabhal a bhí atá ag iarraidh a scriosadh almóinní
","OPUS QED, lines 18351 to 18360"
"Teacht isteach
- Réidh, Rainsford?
- Gach leagan síos.
Tá mé eagla críochnaithe againn dinnéar.
Ach tá mé d'ordaigh rud éigin ar do shon.
Go raibh maith agat.
Ní dóigh liom go mhaith ag ithe, cé.
Oh.
Bhuel, b'fhéidir níos déanaí.
","OPUS QED, lines 14346 to 14355"
"Halla i dTeach Capulet ar.
[Cuir isteach Capulet, Lady Capulet, Altra, agus Seirbhísigh.]
Sin, go leor aíonna CAPULET cuireadh a thabhairt mar go bhfuil eascaire anseo .--
[Scoir Seirbhíseach chéad uair.]
Sirrah, dul ar cíos dom fiche cócairí cunning.
2 seirbhíseach Beidh tú ag aon duine tinn, a dhuine uasail; do Bainfidh mé triail as an féidir leo
lick a méara.
Conas CAPULET canst thou triail a bhaint astu mar sin?
2 seirbhíseach Marry, a dhuine uasail, TIS 'le cócaireacht tinn nach féidir a lick a mhéara féin: dá bhrí sin, ní théann sé nach féidir a lick a mhéara liom.
","OPUS QED, lines 20677 to 20686"
"Ní raibh sí ""a dhéanamh ionas cló trom mar sin le rá,"" áfach, tar éis an tsaoil.
Ach bhí irritated a bhealach snubbing léi, agus Millie bhí am te de sé go tráthnóna.
D'fhan an cuairteoir go dtí an parlús 04:00, gan an taibhse de
leithscéal le haghaidh cur isteach.
Don chuid is mó a bhí sé go leor fós le linn an ama sin; go mbeadh sé shuigh sé san caitheamh tobac dorchadas ag fás sa tine - b'fhéidir dozing.
Uair nó dhó a d'fhéadfadh ina éisteoir aisteach gur chuala dó ag an coals, agus as an spás cúig nóiméad a bhí sé inchloiste pacing an seomra.
Dhealraigh sé a bheith ag caint leis féin.
Ansin creaked the cathaoireach mar a shuigh sé síos arís.
CAIBIDIL II MR.
","OPUS QED, lines 12079 to 12088"
"Áit There'sa i coillte ú 'páirc anseo nuair níl snowdrops ag na mílte.
Tá siad ar an radharc deise i Yorkshire, nuair a thagann an earraigh ú '.
Fhios ag aon duine nuair a chuireann siad a bhí curtha chéad uair. ""
""Is mian liom an earrach a bhí anseo anois,"" arsa Máire.
""Ba mhaith liom a fheiceáil na rudaí a fhásann i Sasana.""
Bhí sí a dinnéar críochnaithe agus imithe chun a suíochán is fearr leat ar an rug-teallaigh.
""Is mian liom - Is mian liom go raibh mé beagán spád,"" a dúirt sí.
""Cibé rud a dhéanann iarraidh taobh 'ina spád do?"" D'iarr Martha, ag gáire.
""Ealaín tha 'goin' a ghlacadh chun Diggin '?
","OPUS QED, lines 11513 to 11522"
"leaba, a Bend síos lena n-ualach, agus ansin amháin a foighne agus cúraim a fheidhmiú chríochnaigh sé an smeach isteach ar an urlár, áit a
Bheadh a cosa dhíspeagtha ansin, súil aige, a fháil ar na críche sin.
Anois, tá go leor seachas an bhfíric go raibh na doirse faoi ghlas, ba chóir dó glaoch i ndáiríre amach chun cabhair a fháil?
In ainneoin a chuid anacair go léir, bhí sé in ann a chur faoi chois gáire ag an smaoineamh seo.
Fuair sé go raibh cheana féin go dtí an pointe más rud é, ag rocking níos láidre, a chothabháil sé a cothromaíochta le deacracht, agus go han-luath a bheadh aige ar deireadh chun cinneadh a dhéanamh, i cúig nóiméad go mbeadh sé ina 07:15.
Ansin bhí fáinne ag an doras ar an árasán.
""Sin é an duine as oifig,"" a dúirt sé féin, agus froze sé beagnach fad a géaga beaga damhsa ach ar fud fad an níos tapúla.
I gcás amháin d'fhan nóiméad gach rud go fóill.
""Nach bhfuil siad oscailt,"" a dúirt Gregor leis féin, ghabháil suas i roinnt dóchas áiféiseach.
","OPUS QED, lines 15042 to 15051"
"Nuair a thosaigh ag seinm an veidhlín, bhí siad aireach, fuair suas, agus chuaigh sé ar tiptoe go dtí an doras halla, d'fhan siad ina seasamh ag a brúite suas in aghaidh duine eile.
Ní mór dóibh a bheith inchloiste ón gcistin, mar gheall ar a dtugtar an t-athair amach
""B'fhéidir nach bhfuil na gentlemen cosúil leis an imirt?
Is féidir é a stopadh ag an am céanna. ""
""Ar a mhalairt,"" dúirt an lodger i lár, d'fhéadfadh nach bhfuil ""an bhean óg a thagann isteach chugainn agus spraoi sa seomra anseo, áit a bhfuil sé i ndáiríre i bhfad níos compordaí agus níos ghealgháireach? ""
""Ó, buíochas a ghabháil leat,"" adeir an t-athair amach, amhail is dá mba é an ceann ag seinm an veidhlín.
Na fir neartófaí cur ar ais isteach sa seomra agus waited.
Go gairid tháinig an t-athair leis an seastán ceol, an mháthair leis na bileoga ceoil, agus an deirfiúr leis an veidhlín.
An deirfiúr ullmhaithe calmly gach rud le haghaidh an aithris.
","OPUS QED, lines 21575 to 21584"
"Mar sin, gur tháinig mé ar an tuairim sin, más rud é amháin nach raibh sean-daor Bobbie dearmad chun dul go dtí na bainise, bhí siad seans spóirt a bheith sásta go leor.
Bhuel, a ligean ar brisk suas le beagán anseo, agus bliain léim.
Ní dhéanann an scéal tús a chur i ndáiríre till ansin.
Thóg siad cothrom agus socraithe síos.
Bhí mé isteach agus amach as an áit go leor le déileáil go maith.
Choinnigh mé mo shúile ar oscailt, agus gach rud a chuma liom a bheith ag rith feadh chomh réidh agus is
D'fhéadfadh gur mhaith leat.
Má bhí an pósadh, shíl mé, ní raibh mé in ann a fheiceáil cén fáth go raibh eagla comhaltaí sin de.
Bhí a lán rudaí níos measa a d'fhéadfadh tarlú le fear.
","OPUS QED, lines 9246 to 9255"
"Rud ar imithe cearr leis an rud darned.
Is é mo mhórthuairim príobháideach, gan a fhios agam é, tá mé d'oibrigh go stunt that
Sargent agus iad siúd a comhaltaí tarraingt - péintéireacht an anam an Peata.
Tá mé tríd an gcuma ach ní bhíonn ach amach, agus go bhfuil an pháiste a anam ar chanbhás. "" D'fhéadfadh Ach tá leanbh den aois Soul mar sin?
Ní féidir liom a fheiceáil conas a d'fhéadfadh sé a bainistíodh é ar an am.
Cad a cheapann tú, Jeeves? "" Amhras liom é, a dhuine uasail. ""
""Tá sé - nach bhfuil sé cineál leers ag tú, é?""
""Tá tú faoi deara, freisin?"" A dúirt Corky.
""Ní dóigh liom a fheiceáil conas a d'fhéadfadh cabhrú noticing amháin.""
","OPUS QED, lines 7890 to 7899"
"Chuala sí ansin go soiléir an ceap, stuáil, stuáil na cosa arbh fhéidir teacht amach as an tadhlach feistis-seomra agus ag siúl ar feadh an sliocht i dtreo an staighre.
Mar a luaithe agus mhothaigh sí cinnte de seo, aroused sí an tUasal Rev Bunting chomh socair le is féidir.
Ní dhearna sé éadrom a bhaint amach, ach a chur ar a chuid spéaclaí, h-chóiriú agus a gúna slipéir folctha, chuaigh sé amach ar an dtír a éisteacht.
Chuala sé soiléir go leor le fumbling ar siúl ag a chuid staidéar deisce síos-staighre, agus ansin a sneeze foréigneach.
Ag an fhill sé ar a sheomra leapa, armtha é féin leis an arm is soiléire, an poker, agus shliocht an staighre chomh noiselessly agus is féidir.
Mrs Bunting tháinig amach ar an tuirlingt.
An uair a bhí thart ar cheithre, agus an dorchadas na hoíche deiridh a bhí caite.
Bhí shimmer faint an tsolais sa halla, ach an doras staidéar yawned impenetrably dubh.
Gach rud a bhí fós ach amháin an creaking faint an staighre faoi Mr Bunting ar tread, agus na gluaiseachtaí beag sa staidéar.
","OPUS QED, lines 12533 to 12542"
"'Sin é an píosa is tábhachtaí ar fhianaise a éisteacht a fháil againn go fóill, ""arsa an Rí, chuimil sé a lámha; 'mar sin in iúl anois an giúiré -'
'Más féidir aon cheann acu a mhíniú dó,' arsa Alice, (bhí méadú sí chomh mór sin ar an deireanach cúpla nóiméad go wasn'ta sí beagán eagla cur isteach air,) 'beidh mé a thabhairt dó sé phingin.
Ní chreideann I a dhéanamh níl adamh bhrí ann. '
An giúiré Scríobh síos go léir ar a n-sclátaí, 'Ní chreideann DI níl adamh bhrí ann, 'ach aon cheann acu iarracht a mhíniú ar an bpáipéar.
'Má níl aon bhrí ann,' arsa an Rí, 'go Sábhálann saol na trioblóide, tú
Tá a fhios, ós rud é nach gá dúinn iarracht a dhéanamh teacht ar aon.
Agus fós Níl a fhios agam, 'chuaigh sé ar aghaidh, leathadh amach na véarsaí ar a ghlúin, agus ag féachaint orthu le súil amháin; 'Is cosúil mé a fheiceáil roinnt bhrí iontu, tar éis an tsaoil. ""- Ní raibh mé ag snámh SIN -""?
Ní féidir leat snámh, is féidir leat 'a dúirt sé, ag casadh ar an Knave.
The Knave shook a cheann Faraor.
","OPUS QED, lines 7425 to 7434"
"""Mo nóta-pháipéar.
Príobháideacha""
""Goidte.""
""Tá mo shéala féin.""
""Aithris.""
""Mo ghrianghraf.""
""Cheannaigh.""
""Bhí muid araon sa ghrianghraf.""
""Ó, a stór!
","OPUS QED, lines 2097 to 2106"
"Maiseanna unaccountable den sórt sin de shades agus scáthanna, go bhfuil ar dtús cheap tú beagnach roinnt ealaíontóir óg uaillmhianach, i n-aimsir an Sasana Nua hags, go raibh iarracht déanta ag shainiú chaos bewitched.
Ach trí dint oirchill i bhfad agus earnest, agus arís agus arís eile ponderings oft, agus go háirithe ag caitheamh a oscailt fuinneog beag i dtreo an chúl an iontráil, tá tú i ag deireanach teacht ar an tuairim go den sórt sin smaoineamh, áfach, nach mbeadh fiáin, a bheith ar fad gan údar.
Ach bhí rud is mó a puzzled and confounded tú le fada, limber, portentous, mais dubh de rud éigin hovering i lár an pictiúr níos mó ná trí gorm, ingearacha dim,
línte snámh i giosta nameless.
A, seascannach de ghnáth soggy, pictiúr squitchy go fírinneach, go leor a thiomáint le fear neirbhíseach distracted.
Ach bhí ann saghas éiginnte, sublimity leath-ghnóthú, unimaginable mar gheall air go froze cothrom tú dó, till ghlac tú go neamhdheonach mionn le tú féin a fháil amach cad a chiallaigh go péintéireacht marvellous.
Bheadh ​​riamh agus anon smaoineamh geal, ach, alas, deceptive DART tú trí .--
Tá sé an Mhuir Dhubh i gála meánoíche .-- Tá sé an chomhrac mínádúrtha de na ceithre heilimintí primal .-- blasted fraochmhá It'sa .--
It'sa radharc gheimhridh Hyperborean .-- Tá sé an-bhriseadh suas ar an sruth icebound Ama.
","OPUS QED, lines 3664 to 3673"
"Sin Queer.
Tá sé unlocked.
Zaroff!
Sé ag teacht síos.
Ar ais anseo, mear!
Más rud é mo dheartháir?
Mharaigh tú air!
Maraíodh leat mo dheartháir!
Duit!
","OPUS QED, lines 14672 to 14681"
